date,hour,energy_kWh
2015-02-06,07,1.15
2015-02-06,08,0.76
2015-02-06,09,0.77
2015-02-06,10,0.8
2015-02-06,11,2.45
2015-02-06,12,1.53
2015-02-06,13,2.35
2015-02-06,14,1.11
2015-02-06,15,0.75
2015-02-06,16,1.03
2015-02-06,17,2.54
2015-02-06,18,2.92
2015-02-06,19,2.19
2015-02-06,20,1.74
2015-02-06,21,1.7
2015-02-06,22,1.41
2015-02-06,23,1.16
2015-02-07,00,0.52
2015-02-07,01,0.44
2015-02-07,02,0.62
2015-02-07,03,0.37
2015-02-07,04,0.41
2015-02-07,05,0.43
2015-02-07,06,0.42
2015-02-07,07,0.44
2015-02-07,08,1.4
2015-02-07,09,1.36
2015-02-07,10,0.78
2015-02-07,11,0.62
2015-02-07,12,0.4
2015-02-07,13,0.4
2015-02-07,14,0.65
2015-02-07,15,0.51
2015-02-07,16,1.67
2015-02-07,17,1.78
2015-02-07,18,2.37
2015-02-07,19,1.01
2015-02-07,20,1.05
2015-02-07,21,1.53
2015-02-07,22,2.18
2015-02-07,23,1.86
2015-02-08,00,1.04
2015-02-08,01,1.15
2015-02-08,02,1.07
2015-02-08,03,0.55
2015-02-08,04,0.44
2015-02-08,05,0.45
2015-02-08,06,0.43
2015-02-08,07,0.42
2015-02-08,08,0.41
2015-02-08,09,0.43
2015-02-08,10,0.91
2015-02-08,11,1.75
2015-02-08,12,1.32
2015-02-08,13,1.86
2015-02-08,14,0.9
2015-02-08,15,0.69
2015-02-08,16,0.66
2015-02-08,17,0.77
2015-02-08,18,2.52
2015-02-08,19,3.04
2015-02-08,20,1.53
2015-02-08,21,1.13
2015-02-08,22,1.26
2015-02-08,23,0.81
2015-02-09,00,0.56
2015-02-09,01,0.57
2015-02-09,02,0.38
2015-02-09,03,0.45
2015-02-09,04,0.45
2015-02-09,05,0.45
2015-02-09,06,0.5
2015-02-09,07,0.46
2015-02-09,08,0.44
2015-02-09,09,0.65
2015-02-09,10,0.59
2015-02-09,11,0.96
2015-02-09,12,0.54
2015-02-09,13,0.6
2015-02-09,14,0.71
2015-02-09,15,0.7
2015-02-09,16,0.66
2015-02-09,17,0.68
2015-02-09,18,0.82
2015-02-09,19,1.57
2015-02-09,20,1.87
2015-02-09,21,1.87
2015-02-09,22,1.26
2015-02-09,23,0.81
2015-02-10,00,0.61
2015-02-10,01,0.38
2015-02-10,02,0.36
2015-02-10,03,0.43
2015-02-10,04,0.42
2015-02-10,05,0.38
2015-02-10,06,0.76
2015-02-10,07,1.56
2015-02-10,08,0.86
2015-02-10,09,0.41
2015-02-10,10,0.67
2015-02-10,11,0.36
2015-02-10,12,0.42
2015-02-10,13,0.42
2015-02-10,14,0.38
2015-02-10,15,0.37
2015-02-10,16,0.42
2015-02-10,17,1.14
2015-02-10,18,1.89
2015-02-10,19,3.2
2015-02-10,20,1.62
2015-02-10,21,1.88
2015-02-10,22,1.42
2015-02-10,23,1.03
2015-02-11,00,0.43
2015-02-11,01,0.43
2015-02-11,02,0.56
2015-02-11,03,0.45
2015-02-11,04,0.42
2015-02-11,05,0.43
2015-02-11,06,0.57
2015-02-11,07,3.53
2015-02-11,08,2.63
2015-02-11,09,1.74
2015-02-11,10,0.91
2015-02-11,11,0.54
2015-02-11,12,0.5
2015-02-11,13,0.49
2015-02-11,14,0.53
2015-02-11,15,0.53
2015-02-11,16,0.83
2015-02-11,17,1.22
2015-02-11,18,2.46
2015-02-11,19,1.74
2015-02-11,20,1.11
2015-02-11,21,0.95
2015-02-11,22,1.21
2015-02-11,23,0.73
2015-02-12,00,0.58
2015-02-12,01,0.67
2015-02-12,02,0.5
2015-02-12,03,0.42
2015-02-12,04,0.36
2015-02-12,05,0.41
2015-02-12,06,0.52
2015-02-12,07,1.55
2015-02-12,08,0.71
2015-02-12,09,0.52
2015-02-12,10,0.58
2015-02-12,11,0.53
2015-02-12,12,0.54
2015-02-12,13,0.57
2015-02-12,14,0.56
2015-02-12,15,0.54
2015-02-12,16,0.62
2015-02-12,17,0.76
2015-02-12,18,1.16
2015-02-12,19,0.98
2015-02-12,20,2.08
2015-02-12,21,0.92
2015-02-12,22,0.85
2015-02-12,23,0.88
2015-02-13,00,0.81
2015-02-13,01,0.74
2015-02-13,02,0.59
2015-02-13,03,0.52
2015-02-13,04,0.51
2015-02-13,05,0.46
2015-02-13,06,0.46
2015-02-13,07,1.96
2015-02-13,08,0.86
2015-02-13,09,0.51
2015-02-13,10,0.51
2015-02-13,11,0.48
2015-02-13,12,0.5
2015-02-13,13,0.55
2015-02-13,14,0.53
2015-02-13,15,0.47
2015-02-13,16,0.71
2015-02-13,17,1.66
2015-02-13,18,2.76
2015-02-13,19,1.69
2015-02-13,20,1.43
2015-02-13,21,1.16
2015-02-13,22,1.11
2015-02-13,23,0.84
2015-02-14,00,0.47
2015-02-14,01,0.48
2015-02-14,02,0.45
2015-02-14,03,0.44
2015-02-14,04,0.44
2015-02-14,05,0.45
2015-02-14,06,0.51
2015-02-14,07,0.45
2015-02-14,08,0.65
2015-02-14,09,0.58
2015-02-14,10,0.97
2015-02-14,11,0.41
2015-02-14,12,0.42
2015-02-14,13,0.41
2015-02-14,14,0.42
2015-02-14,15,0.38
2015-02-14,16,0.53
2015-02-14,17,0.46
2015-02-14,18,0.46
2015-02-14,19,0.72
2015-02-14,20,0.83
2015-02-14,21,0.66
2015-02-14,22,0.65
2015-02-14,23,0.67
2015-02-15,00,0.56
2015-02-15,01,0.55
2015-02-15,02,0.63
2015-02-15,03,0.51
2015-02-15,04,0.46
2015-02-15,05,0.47
2015-02-15,06,0.53
2015-02-15,07,0.47
2015-02-15,08,0.63
2015-02-15,09,0.66
2015-02-15,10,0.5
2015-02-15,11,0.43
2015-02-15,12,0.52
2015-02-15,13,0.46
2015-02-15,14,0.53
2015-02-15,15,0.62
2015-02-15,16,1.18
2015-02-15,17,3.47
2015-02-15,18,1.86
2015-02-15,19,1.97
2015-02-15,20,1.28
2015-02-15,21,1.5
2015-02-15,22,1.39
2015-02-15,23,0.68
2015-02-16,00,0.67
2015-02-16,01,0.5
2015-02-16,02,0.47
2015-02-16,03,0.47
2015-02-16,04,0.43
2015-02-16,05,0.46
2015-02-16,06,0.49
2015-02-16,07,2.46
2015-02-16,08,0.68
2015-02-16,09,0.42
2015-02-16,10,0.38
2015-02-16,11,0.35
2015-02-16,12,0.44
2015-02-16,13,0.42
2015-02-16,14,0.38
2015-02-16,15,0.42
2015-02-16,16,0.43
2015-02-16,17,0.98
2015-02-16,18,2.07
2015-02-16,19,0.83
2015-02-16,20,0.78
2015-02-16,21,1.14
2015-02-16,22,1.41
2015-02-16,23,1.08
2015-02-17,00,1.04
2015-02-17,01,0.55
2015-02-17,02,0.39
2015-02-17,03,0.4
2015-02-17,04,0.38
2015-02-17,05,0.4
2015-02-17,06,0.56
2015-02-17,07,1.11
2015-02-17,08,0.93
2015-02-17,09,0.61
2015-02-17,10,0.61
2015-02-17,11,0.73
2015-02-17,12,0.44
2015-02-17,13,0.5
2015-02-17,14,0.39
2015-02-17,15,0.61
2015-02-17,16,0.47
2015-02-17,17,0.65
2015-02-17,18,2.13
2015-02-17,19,3.58
2015-02-17,20,1.16
2015-02-17,21,0.9
2015-02-17,22,0.68
2015-02-17,23,0.59
2015-02-18,00,0.62
2015-02-18,01,0.84
2015-02-18,02,0.71
2015-02-18,03,0.39
2015-02-18,04,0.41
2015-02-18,05,0.44
2015-02-18,06,0.47
2015-02-18,07,4.32
2015-02-18,08,4.01
2015-02-18,09,0.83
2015-02-18,10,0.41
2015-02-18,11,0.42
2015-02-18,12,0.37
2015-02-18,13,0.39
2015-02-18,14,0.39
2015-02-18,15,0.45
2015-02-18,16,0.57
2015-02-18,17,0.83
2015-02-18,18,1.51
2015-02-18,19,1.67
2015-02-18,20,1.42
2015-02-18,21,1.64
2015-02-18,22,0.91
2015-02-18,23,0.68
2015-02-19,00,0.47
2015-02-19,01,0.52
2015-02-19,02,0.49
2015-02-19,03,0.48
2015-02-19,04,0.68
2015-02-19,05,0.53
2015-02-19,06,0.61
2015-02-19,07,2.74
2015-02-19,08,1.72
2015-02-19,09,0.55
2015-02-19,10,0.73
2015-02-19,11,0.61
2015-02-19,12,0.56
2015-02-19,13,0.62
2015-02-19,14,0.62
2015-02-19,15,0.59
2015-02-19,16,0.59
2015-02-19,17,1.09
2015-02-19,18,1.98
2015-02-19,19,1.78
2015-02-19,20,1.07
2015-02-19,21,1.02
2015-02-19,22,0.96
2015-02-19,23,0.88
2015-02-20,00,0.53
2015-02-20,01,0.42
2015-02-20,02,0.44
2015-02-20,03,0.41
2015-02-20,04,0.38
2015-02-20,05,0.43
2015-02-20,06,0.49
2015-02-20,07,1.14
2015-02-20,08,0.95
2015-02-20,09,0.4
2015-02-20,10,0.35
2015-02-20,11,0.39
2015-02-20,12,0.43
2015-02-20,13,0.36
2015-02-20,14,0.4
2015-02-20,15,0.41
2015-02-20,16,0.68
2015-02-20,17,0.57
2015-02-20,18,0.82
2015-02-20,19,1
2015-02-20,20,0.8
2015-02-20,21,0.71
2015-02-20,22,0.69
2015-02-20,23,0.69
2015-02-21,00,0.64
2015-02-21,01,0.78
2015-02-21,02,0.87
2015-02-21,03,0.5
2015-02-21,04,0.42
2015-02-21,05,0.33
2015-02-21,06,0.4
2015-02-21,07,0.46
2015-02-21,08,0.59
2015-02-21,09,0.99
2015-02-21,10,1.04
2015-02-21,11,1.37
2015-02-21,12,1.41
2015-02-21,13,1.11
2015-02-21,14,0.85
2015-02-21,15,4.29
2015-02-21,16,1.01
2015-02-21,17,0.57
2015-02-21,18,1.04
2015-02-21,19,1.44
2015-02-21,20,2.22
2015-02-21,21,0.97
2015-02-21,22,0.87
2015-02-21,23,0.92
2015-02-22,00,0.75
2015-02-22,01,1.03
2015-02-22,02,0.74
2015-02-22,03,0.51
2015-02-22,04,0.4
2015-02-22,05,0.34
2015-02-22,06,0.42
2015-02-22,07,0.53
2015-02-22,08,0.38
2015-02-22,09,1.24
2015-02-22,10,1.51
2015-02-22,11,0.54
2015-02-22,12,2.09
2015-02-22,13,2.03
2015-02-22,14,3.95
2015-02-22,15,2.81
2015-02-22,16,1.34
2015-02-22,17,1.43
2015-02-22,18,1.58
2015-02-22,19,1.47
2015-02-22,20,1.45
2015-02-22,21,0.88
2015-02-22,22,1.17
2015-02-22,23,0.72
2015-02-23,00,0.44
2015-02-23,01,0.49
2015-02-23,02,0.52
2015-02-23,03,0.47
2015-02-23,04,0.49
2015-02-23,05,0.46
2015-02-23,06,0.44
2015-02-23,07,1.91
2015-02-23,08,0.68
2015-02-23,09,0.49
2015-02-23,10,0.44
2015-02-23,11,0.41
2015-02-23,12,0.45
2015-02-23,13,0.42
2015-02-23,14,0.48
2015-02-23,15,0.43
2015-02-23,16,3.21
2015-02-23,17,2.6
2015-02-23,18,2.96
2015-02-23,19,1.59
2015-02-23,20,1.6
2015-02-23,21,3.95
2015-02-23,22,1.07
2015-02-23,23,0.78
2015-02-24,00,0.65
2015-02-24,01,0.4
2015-02-24,02,0.43
2015-02-24,03,0.43
2015-02-24,04,0.39
2015-02-24,05,0.44
2015-02-24,06,0.49
2015-02-24,07,1.52
2015-02-24,08,1.04
2015-02-24,09,0.71
2015-02-24,10,0.58
2015-02-24,11,0.4
2015-02-24,12,0.47
2015-02-24,13,0.46
2015-02-24,14,0.5
2015-02-24,15,0.5
2015-02-24,16,0.42
2015-02-24,17,0.75
2015-02-24,18,0.69
2015-02-24,19,2.24
2015-02-24,20,0.76
2015-02-24,21,1.26
2015-02-24,22,1.2
2015-02-24,23,0.73
2015-02-25,00,0.48
2015-02-25,01,0.44
2015-02-25,02,0.48
2015-02-25,03,0.47
2015-02-25,04,0.46
2015-02-25,05,0.46
2015-02-25,06,0.93
2015-02-25,07,2.35
2015-02-25,08,0.95
2015-02-25,09,0.41
2015-02-25,10,0.39
2015-02-25,11,0.37
2015-02-25,12,0.45
2015-02-25,13,0.37
2015-02-25,14,0.44
2015-02-25,15,0.36
2015-02-25,16,0.42
2015-02-25,17,0.42
2015-02-25,18,0.91
2015-02-25,19,1.65
2015-02-25,20,0.85
2015-02-25,21,0.97
2015-02-25,22,0.94
2015-02-25,23,0.59
2015-02-26,00,0.53
2015-02-26,01,0.46
2015-02-26,02,0.34
2015-02-26,03,0.42
2015-02-26,04,0.4
2015-02-26,05,0.39
2015-02-26,06,0.49
2015-02-26,07,0.96
2015-02-26,08,1.22
2015-02-26,09,0.4
2015-02-26,10,0.48
2015-02-26,11,0.83
2015-02-26,12,0.46
2015-02-26,13,0.47
2015-02-26,14,0.47
2015-02-26,15,0.57
2015-02-26,16,0.48
2015-02-26,17,1.02
2015-02-26,18,1.6
2015-02-26,19,1.41
2015-02-26,20,2.59
2015-02-26,21,0.94
2015-02-26,22,0.9
2015-02-26,23,0.69
2015-02-27,00,0.58
2015-02-27,01,0.68
2015-02-27,02,0.5
2015-02-27,03,0.44
2015-02-27,04,0.46
2015-02-27,05,0.45
2015-02-27,06,0.53
2015-02-27,07,1.22
2015-02-27,08,2.03
2015-02-27,09,0.4
2015-02-27,10,0.38
2015-02-27,11,0.45
2015-02-27,12,0.37
2015-02-27,13,0.47
2015-02-27,14,0.36
2015-02-27,15,0.42
2015-02-27,16,
2015-02-27,17,
2015-02-27,18,
2015-02-27,19,
2015-02-27,20,
2015-02-27,21,
2015-02-27,22,
2015-02-27,23,
2015-02-28,00,1.46
2015-02-28,01,0.85
2015-02-28,02,0.58
2015-02-28,03,0.32
2015-02-28,04,0.39
2015-02-28,05,0.48
2015-02-28,06,0.48
2015-02-28,07,0.54
2015-02-28,08,0.48
2015-02-28,09,0.76
2015-02-28,10,1.16
2015-02-28,11,0.63
2015-02-28,12,1.26
2015-02-28,13,1.3
2015-02-28,14,0.41
2015-02-28,15,0.4
2015-02-28,16,0.47
2015-02-28,17,2.92
2015-02-28,18,3.08
2015-02-28,19,1.91
2015-02-28,20,0.78
2015-02-28,21,0.59
2015-02-28,22,0.5
2015-02-28,23,0.84
2015-03-01,00,1.08
2015-03-01,01,0.85
2015-03-01,02,0.58
2015-03-01,03,0.58
2015-03-01,04,0.5
2015-03-01,05,0.56
2015-03-01,06,0.52
2015-03-01,07,0.53
2015-03-01,08,0.77
2015-03-01,09,0.8
2015-03-01,10,1.83
2015-03-01,11,0.77
2015-03-01,12,0.65
2015-03-01,13,0.46
2015-03-01,14,0.48
2015-03-01,15,0.4
2015-03-01,16,0.42
2015-03-01,17,0.91
2015-03-01,18,0.88
2015-03-01,19,0.98
2015-03-01,20,0.94
2015-03-01,21,0.69
2015-03-01,22,1.01
2015-03-01,23,0.97
2015-03-02,00,0.74
2015-03-02,01,0.57
2015-03-02,02,0.39
2015-03-02,03,0.47
2015-03-02,04,0.43
2015-03-02,05,0.5
2015-03-02,06,0.52
2015-03-02,07,1.09
2015-03-02,08,1.02
2015-03-02,09,0.35
2015-03-02,10,0.47
2015-03-02,11,0.44
2015-03-02,12,0.39
2015-03-02,13,0.48
2015-03-02,14,0.38
2015-03-02,15,0.53
2015-03-02,16,0.41
2015-03-02,17,1.07
2015-03-02,18,1.4
2015-03-02,19,0.91
2015-03-02,20,0.89
2015-03-02,21,0.8
2015-03-02,22,0.89
2015-03-02,23,1.03
2015-03-03,00,0.77
2015-03-03,01,0.48
2015-03-03,02,0.41
2015-03-03,03,0.44
2015-03-03,04,0.48
2015-03-03,05,0.43
2015-03-03,06,0.5
2015-03-03,07,1.51
2015-03-03,08,1.48
2015-03-03,09,0.45
2015-03-03,10,0.61
2015-03-03,11,0.76
2015-03-03,12,0.37
2015-03-03,13,0.44
2015-03-03,14,0.55
2015-03-03,15,0.47
2015-03-03,16,0.37
2015-03-03,17,0.53
2015-03-03,18,0.83
2015-03-03,19,1.46
2015-03-03,20,1.45
2015-03-03,21,1.24
2015-03-03,22,1.08
2015-03-03,23,0.99
2015-03-04,00,0.72
2015-03-04,01,0.42
2015-03-04,02,0.41
2015-03-04,03,0.39
2015-03-04,04,0.48
2015-03-04,05,0.43
2015-03-04,06,0.57
2015-03-04,07,2.44
2015-03-04,08,1.67
2015-03-04,09,0.36
2015-03-04,10,0.4
2015-03-04,11,0.42
2015-03-04,12,0.38
2015-03-04,13,0.47
2015-03-04,14,0.38
2015-03-04,15,0.41
2015-03-04,16,2.26
2015-03-04,17,1.6
2015-03-04,18,4.44
2015-03-04,19,1.84
2015-03-04,20,1.13
2015-03-04,21,1.02
2015-03-04,22,1.19
2015-03-04,23,1.09
2015-03-05,00,0.83
2015-03-05,01,0.38
2015-03-05,02,0.37
2015-03-05,03,0.5
2015-03-05,04,0.36
2015-03-05,05,0.41
2015-03-05,06,0.47
2015-03-05,07,3.18
2015-03-05,08,2.79
2015-03-05,09,0.69
2015-03-05,10,0.78
2015-03-05,11,0.52
2015-03-05,12,0.41
2015-03-05,13,0.4
2015-03-05,14,0.38
2015-03-05,15,0.39
2015-03-05,16,0.38
2015-03-05,17,1.04
2015-03-05,18,1.47
2015-03-05,19,2.1
2015-03-05,20,1.89
2015-03-05,21,1.45
2015-03-05,22,1.38
2015-03-05,23,0.86
2015-03-06,00,0.85
2015-03-06,01,0.94
2015-03-06,02,0.48
2015-03-06,03,0.38
2015-03-06,04,0.43
2015-03-06,05,0.48
2015-03-06,06,0.41
2015-03-06,07,0.71
2015-03-06,08,3.19
2015-03-06,09,0.44
2015-03-06,10,0.65
2015-03-06,11,0.63
2015-03-06,12,0.56
2015-03-06,13,0.65
2015-03-06,14,0.78
2015-03-06,15,0.85
2015-03-06,16,1.03
2015-03-06,17,0.98
2015-03-06,18,1.71
2015-03-06,19,1.96
2015-03-06,20,1.4
2015-03-06,21,1.94
2015-03-06,22,1.24
2015-03-06,23,1.19
2015-03-07,00,1
2015-03-07,01,0.7
2015-03-07,02,0.39
2015-03-07,03,0.46
2015-03-07,04,0.46
2015-03-07,05,0.38
2015-03-07,06,0.42
2015-03-07,07,0.67
2015-03-07,08,0.85
2015-03-07,09,0.44
2015-03-07,10,0.42
2015-03-07,11,0.57
2015-03-07,12,0.67
2015-03-07,13,0.78
2015-03-07,14,0.64
2015-03-07,15,0.79
2015-03-07,16,0.64
2015-03-07,17,0.74
2015-03-07,18,1.13
2015-03-07,19,2.15
2015-03-07,20,1.46
2015-03-07,21,1.21
2015-03-07,22,1.18
2015-03-07,23,1.15
2015-03-08,00,0.79
2015-03-08,01,0.61
2015-03-08,03,0.53
2015-03-08,04,0.42
2015-03-08,05,0.42
2015-03-08,06,0.58
2015-03-08,07,0.56
2015-03-08,08,0.82
2015-03-08,09,0.58
2015-03-08,10,0.78
2015-03-08,11,0.79
2015-03-08,12,0.89
2015-03-08,13,1.06
2015-03-08,14,1.84
2015-03-08,15,3.62
2015-03-08,16,1.06
2015-03-08,17,1.27
2015-03-08,18,1.29
2015-03-08,19,1.41
2015-03-08,20,1.38
2015-03-08,21,1.28
2015-03-08,22,1.13
2015-03-08,23,1.23
2015-03-09,00,1.25
2015-03-09,01,1.22
2015-03-09,02,0.88
2015-03-09,03,0.36
2015-03-09,04,0.46
2015-03-09,05,0.44
2015-03-09,06,0.37
2015-03-09,07,0.89
2015-03-09,08,0.57
2015-03-09,09,0.49
2015-03-09,10,0.46
2015-03-09,11,0.42
2015-03-09,12,0.45
2015-03-09,13,0.47
2015-03-09,14,0.42
2015-03-09,15,0.46
2015-03-09,16,0.52
2015-03-09,17,0.71
2015-03-09,18,0.53
2015-03-09,19,0.83
2015-03-09,20,1.78
2015-03-09,21,3.03
2015-03-09,22,1.17
2015-03-09,23,0.81
2015-03-10,00,0.58
2015-03-10,01,0.41
2015-03-10,02,0.34
2015-03-10,03,0.45
2015-03-10,04,0.41
2015-03-10,05,0.38
2015-03-10,06,0.43
2015-03-10,07,0.5
2015-03-10,08,0.74
2015-03-10,09,0.57
2015-03-10,10,0.42
2015-03-10,11,0.55
2015-03-10,12,0.5
2015-03-10,13,0.33
2015-03-10,14,0.51
2015-03-10,15,0.38
2015-03-10,16,0.46
2015-03-10,17,0.7
2015-03-10,18,4.93
2015-03-10,19,1.79
2015-03-10,20,1.17
2015-03-10,21,0.95
2015-03-10,22,0.99
2015-03-10,23,0.69
2015-03-11,00,0.54
2015-03-11,01,0.44
2015-03-11,02,0.35
2015-03-11,03,0.4
2015-03-11,04,0.46
2015-03-11,05,0.37
2015-03-11,06,0.43
2015-03-11,07,0.93
2015-03-11,08,1.29
2015-03-11,09,1.51
2015-03-11,10,1.02
2015-03-11,11,0.41
2015-03-11,12,0.49
2015-03-11,13,0.38
2015-03-11,14,0.44
2015-03-11,15,0.42
2015-03-11,16,0.39
2015-03-11,17,1.19
2015-03-11,18,3.27
2015-03-11,19,3.91
2015-03-11,20,1.47
2015-03-11,21,1.31
2015-03-11,22,1.19
2015-03-11,23,0.88
2015-03-12,00,0.82
2015-03-12,01,0.67
2015-03-12,02,0.5
2015-03-12,03,0.49
2015-03-12,04,0.44
2015-03-12,05,0.53
2015-03-12,06,0.44
2015-03-12,07,0.45
2015-03-12,08,1
2015-03-12,09,0.49
2015-03-12,10,0.74
2015-03-12,11,0.53
2015-03-12,12,0.45
2015-03-12,13,0.4
2015-03-12,14,0.52
2015-03-12,15,0.44
2015-03-12,16,2.51
2015-03-12,17,1.23
2015-03-12,18,1.36
2015-03-12,19,1.1
2015-03-12,20,1.3
2015-03-12,21,1.27
2015-03-12,22,1.17
2015-03-12,23,0.9
2015-03-13,00,0.63
2015-03-13,01,0.43
2015-03-13,02,0.4
2015-03-13,03,0.56
2015-03-13,04,0.44
2015-03-13,05,0.41
2015-03-13,06,0.41
2015-03-13,07,4.11
2015-03-13,08,1.76
2015-03-13,09,0.55
2015-03-13,10,0.49
2015-03-13,11,0.55
2015-03-13,12,0.53
2015-03-13,13,0.58
2015-03-13,14,0.5
2015-03-13,15,0.53
2015-03-13,16,0.55
2015-03-13,17,0.55
2015-03-13,18,1.42
2015-03-13,19,1.61
2015-03-13,20,1.68
2015-03-13,21,1.23
2015-03-13,22,1.29
2015-03-13,23,0.92
2015-03-14,00,0.77
2015-03-14,01,0.92
2015-03-14,02,0.61
2015-03-14,03,0.49
2015-03-14,04,0.47
2015-03-14,05,0.43
2015-03-14,06,0.44
2015-03-14,07,0.39
2015-03-14,08,0.43
2015-03-14,09,0.75
2015-03-14,10,0.44
2015-03-14,11,0.71
2015-03-14,12,1.37
2015-03-14,13,3.39
2015-03-14,14,0.7
2015-03-14,15,0.58
2015-03-14,16,1.03
2015-03-14,17,0.83
2015-03-14,18,0.53
2015-03-14,19,0.59
2015-03-14,20,0.6
2015-03-14,21,0.57
2015-03-14,22,0.56
2015-03-14,23,0.59
2015-03-15,00,0.89
2015-03-15,01,0.74
2015-03-15,02,0.65
2015-03-15,03,0.51
2015-03-15,04,0.53
2015-03-15,05,0.38
2015-03-15,06,0.44
2015-03-15,07,0.6
2015-03-15,08,0.62
2015-03-15,09,0.92
2015-03-15,10,0.69
2015-03-15,11,0.95
2015-03-15,12,1.06
2015-03-15,13,1.25
2015-03-15,14,1.53
2015-03-15,15,1.92
2015-03-15,16,1.67
2015-03-15,17,2.12
2015-03-15,18,1.6
2015-03-15,19,1.52
2015-03-15,20,1.36
2015-03-15,21,3.87
2015-03-15,22,1.11
2015-03-15,23,0.66
2015-03-16,00,0.51
2015-03-16,01,0.38
