date,hour,energy_kWh
2017-11-07,09,0.21
2017-11-07,10,0.13
2017-11-07,11,0.19
2017-11-07,12,0.11
2017-11-07,13,0.09
2017-11-07,14,0.22
2017-11-07,15,0.18
2017-11-07,16,0.1
2017-11-07,17,0.37
2017-11-07,18,1.17
2017-11-07,19,0.54
2017-11-07,20,0.48
2017-11-07,21,0.49
2017-11-07,22,0.47
2017-11-07,23,0.28
2017-11-08,00,0.1
2017-11-08,01,0.11
2017-11-08,02,0.22
2017-11-08,03,0.28
2017-11-08,04,0.1
2017-11-08,05,0.1
2017-11-08,06,0.17
2017-11-08,07,0.26
2017-11-08,08,0.17
2017-11-08,09,0.09
2017-11-08,10,0.1
2017-11-08,11,0.08
2017-11-08,12,0.11
2017-11-08,13,0.25
2017-11-08,14,0.29
2017-11-08,15,0.2
2017-11-08,16,0.2
2017-11-08,17,0.44
2017-11-08,18,0.48
2017-11-08,19,0.58
2017-11-08,20,0.41
2017-11-08,21,0.39
2017-11-08,22,0.27
2017-11-08,23,0.09
2017-11-09,00,0.1
2017-11-09,01,0.09
2017-11-09,02,0.09
2017-11-09,03,0.1
2017-11-09,04,0.08
2017-11-09,05,0.1
2017-11-09,06,0.08
2017-11-09,07,0.16
2017-11-09,08,0.13
2017-11-09,09,0.09
2017-11-09,10,0.1
2017-11-09,11,0.08
2017-11-09,12,0.1
2017-11-09,13,0.08
2017-11-09,14,0.09
2017-11-09,15,0.09
2017-11-09,16,0.1
2017-11-09,17,0.29
2017-11-09,18,0.45
2017-11-09,19,0.33
2017-11-09,20,0.17
2017-11-09,21,0.43
2017-11-09,22,0.33
2017-11-09,23,0.3
2017-11-10,00,0.11
2017-11-10,01,0.1
2017-11-10,02,0.1
2017-11-10,03,0.09
2017-11-10,04,0.1
2017-11-10,05,0.09
2017-11-10,06,0.09
2017-11-10,07,0.1
2017-11-10,08,0.23
2017-11-10,09,0.22
2017-11-10,10,0.35
2017-11-10,11,0.22
2017-11-10,12,0.21
2017-11-10,13,0.23
2017-11-10,14,0.32
2017-11-10,15,0.26
2017-11-10,16,0.39
2017-11-10,17,0.9
2017-11-10,18,1.2
2017-11-10,19,0.29
2017-11-10,20,0.09
2017-11-10,21,0.1
2017-11-10,22,0.09
2017-11-10,23,0.19
2017-11-11,00,0.16
2017-11-11,01,0.11
2017-11-11,02,0.09
2017-11-11,03,0.11
2017-11-11,04,0.19
2017-11-11,05,0.11
2017-11-11,06,0.09
2017-11-11,07,0.09
2017-11-11,08,0.09
2017-11-11,09,0.36
2017-11-11,10,0.15
2017-11-11,11,0.08
2017-11-11,12,0.4
2017-11-11,13,0.49
2017-11-11,14,0.44
2017-11-11,15,0.43
2017-11-11,16,0.3
2017-11-11,17,0.54
2017-11-11,18,0.37
2017-11-11,19,0.68
2017-11-11,20,1.28
2017-11-11,21,0.3
2017-11-11,22,0.35
2017-11-11,23,0.34
2017-11-12,00,0.19
2017-11-12,01,0.1
2017-11-12,02,0.11
2017-11-12,03,0.11
2017-11-12,04,0.11
2017-11-12,05,0.09
2017-11-12,06,0.09
2017-11-12,07,0.1
2017-11-12,08,0.09
2017-11-12,09,0.09
2017-11-12,10,0.09
2017-11-12,11,0.11
2017-11-12,12,0.67
2017-11-12,13,0.37
2017-11-12,14,1.29
2017-11-12,15,1.29
2017-11-12,16,0.54
2017-11-12,17,0.71
2017-11-12,18,0.45
2017-11-12,19,0.42
2017-11-12,20,0.69
2017-11-12,21,0.96
2017-11-12,22,0.71
2017-11-12,23,0.34
2017-11-13,00,0.12
2017-11-13,01,0.1
2017-11-13,02,0.11
2017-11-13,03,0.09
2017-11-13,04,0.09
2017-11-13,05,0.18
2017-11-13,06,0.23
2017-11-13,07,0.18
2017-11-13,08,0.12
2017-11-13,09,0.13
2017-11-13,10,0.16
2017-11-13,11,0.14
2017-11-13,12,0.36
2017-11-13,13,0.25
2017-11-13,14,0.43
2017-11-13,15,0.35
2017-11-13,16,0.4
2017-11-13,17,0.31
2017-11-13,18,0.88
2017-11-13,19,0.71
2017-11-13,20,0.39
2017-11-13,21,0.59
2017-11-13,22,0.33
2017-11-13,23,0.25
2017-11-14,00,0.12
2017-11-14,01,0.2
2017-11-14,02,0.26
2017-11-14,03,0.1
2017-11-14,04,0.18
2017-11-14,05,0.13
2017-11-14,06,0.22
2017-11-14,07,0.19
2017-11-14,08,0.3
2017-11-14,09,0.09
2017-11-14,10,0.1
2017-11-14,11,0.11
2017-11-14,12,0.09
2017-11-14,13,0.09
2017-11-14,14,0.1
2017-11-14,15,0.09
2017-11-14,16,0.08
2017-11-14,17,0.11
2017-11-14,18,0.08
2017-11-14,19,0.28
2017-11-14,20,0.32
2017-11-14,21,0.33
2017-11-14,22,0.34
2017-11-14,23,0.39
2017-11-15,00,0.31
2017-11-15,01,0.2
2017-11-15,02,0.13
2017-11-15,03,0.12
2017-11-15,04,0.13
2017-11-15,05,0.11
2017-11-15,06,0.12
2017-11-15,07,0.11
2017-11-15,08,0.21
2017-11-15,09,0.09
2017-11-15,10,0.09
2017-11-15,11,0.1
2017-11-15,12,0.08
2017-11-15,13,0.09
2017-11-15,14,0.08
2017-11-15,15,0.09
2017-11-15,16,0.09
2017-11-15,17,0.1
2017-11-15,18,0.09
2017-11-15,19,0.08
2017-11-15,20,0.09
2017-11-15,21,0.2
2017-11-15,22,0.32
2017-11-15,23,0.27
2017-11-16,00,0.25
2017-11-16,01,0.25
2017-11-16,02,0.25
2017-11-16,03,0.25
2017-11-16,04,0.22
2017-11-16,05,0.08
2017-11-16,06,0.1
2017-11-16,07,0.16
2017-11-16,08,0.24
2017-11-16,09,0.1
2017-11-16,10,0.08
2017-11-16,11,0.09
2017-11-16,12,0.1
2017-11-16,13,0.08
2017-11-16,14,0.1
2017-11-16,15,0.09
2017-11-16,16,0.08
2017-11-16,17,0.1
2017-11-16,18,0.39
2017-11-16,19,0.67
2017-11-16,20,0.49
2017-11-16,21,0.34
2017-11-16,22,0.15
2017-11-16,23,0.11
2017-11-17,00,0.24
2017-11-17,01,0.1
2017-11-17,02,0.1
2017-11-17,03,0.19
2017-11-17,04,0.15
2017-11-17,05,0.09
2017-11-17,06,0.15
2017-11-17,07,0.27
2017-11-17,08,0.12
2017-11-17,09,0.09
2017-11-17,10,0.08
2017-11-17,11,0.09
2017-11-17,12,0.09
2017-11-17,13,0.08
2017-11-17,14,0.09
2017-11-17,15,0.09
2017-11-17,16,0.1
2017-11-17,17,0.16
2017-11-17,18,0.94
2017-11-17,19,0.56
2017-11-17,20,2.11
2017-11-17,21,0.7
2017-11-17,22,0.89
2017-11-17,23,0.29
2017-11-18,00,0.26
2017-11-18,01,0.19
2017-11-18,02,0.1
2017-11-18,03,0.1
2017-11-18,04,0.09
2017-11-18,05,0.09
2017-11-18,06,0.1
2017-11-18,07,0.14
2017-11-18,08,0.09
2017-11-18,09,0.1
2017-11-18,10,0.09
2017-11-18,11,0.09
2017-11-18,12,0.1
2017-11-18,13,0.08
2017-11-18,14,0.1
2017-11-18,15,0.13
2017-11-18,16,0.27
2017-11-18,17,0.64
2017-11-18,18,0.29
2017-11-18,19,0.1
2017-11-18,20,0.08
2017-11-18,21,0.1
2017-11-18,22,0.1
2017-11-18,23,0.1
2017-11-19,00,0.09
2017-11-19,01,0.09
2017-11-19,02,0.1
2017-11-19,03,0.08
2017-11-19,04,0.1
2017-11-19,05,0.1
2017-11-19,06,0.1
2017-11-19,07,0.1
2017-11-19,08,0.09
2017-11-19,09,0.1
2017-11-19,10,0.1
2017-11-19,11,0.13
2017-11-19,12,0.1
2017-11-19,13,0.48
2017-11-19,14,0.63
2017-11-19,15,0.52
2017-11-19,16,0.35
2017-11-19,17,0.78
2017-11-19,18,0.29
2017-11-19,19,0.33
2017-11-19,20,0.3
2017-11-19,21,0.25
2017-11-19,22,0.37
2017-11-19,23,0.5
2017-11-20,00,0.65
2017-11-20,01,0.31
2017-11-20,02,0.25
2017-11-20,03,0.3
2017-11-20,04,0.29
2017-11-20,05,0.27
2017-11-20,06,0.28
2017-11-20,07,0.36
2017-11-20,08,0.23
2017-11-20,09,0.09
2017-11-20,10,0.13
2017-11-20,11,0.2
2017-11-20,12,0.1
2017-11-20,13,0.14
2017-11-20,14,0.24
2017-11-20,15,0.36
2017-11-20,16,0.5
2017-11-20,17,1.76
2017-11-20,18,1.74
2017-11-20,19,0.51
2017-11-20,20,0.43
2017-11-20,21,0.52
2017-11-20,22,0.26
2017-11-20,23,0.22
2017-11-21,00,0.11
2017-11-21,01,0.11
2017-11-21,02,0.09
2017-11-21,03,0.15
2017-11-21,04,0.27
2017-11-21,05,0.27
2017-11-21,06,0.18
2017-11-21,07,0.23
2017-11-21,08,0.19
2017-11-21,09,0.11
2017-11-21,10,0.1
2017-11-21,11,0.1
2017-11-21,12,0.1
2017-11-21,13,0.12
2017-11-21,14,0.12
2017-11-21,15,0.14
2017-11-21,16,0.1
2017-11-21,17,0.31
2017-11-21,18,1.47
2017-11-21,19,1.07
2017-11-21,20,0.42
2017-11-21,21,0.31
2017-11-21,22,0.3
2017-11-21,23,0.22
2017-11-22,00,0.11
2017-11-22,01,0.1
2017-11-22,02,0.17
2017-11-22,03,0.21
2017-11-22,04,0.15
2017-11-22,05,0.2
2017-11-22,06,0.13
2017-11-22,07,0.14
2017-11-22,08,0.25
2017-11-22,09,0.11
2017-11-22,10,0.11
2017-11-22,11,0.09
2017-11-22,12,0.08
2017-11-22,13,0.11
2017-11-22,14,0.11
2017-11-22,15,0.1
2017-11-22,16,0.09
2017-11-22,17,0.12
2017-11-22,18,0.5
2017-11-22,19,0.66
2017-11-22,20,0.46
2017-11-22,21,0.27
2017-11-22,22,0.36
2017-11-22,23,0.25
2017-11-23,00,0.12
2017-11-23,01,0.12
2017-11-23,02,0.09
2017-11-23,03,0.11
2017-11-23,04,0.1
2017-11-23,05,0.08
2017-11-23,06,0.17
2017-11-23,07,0.08
2017-11-23,08,0.18
2017-11-23,09,0.08
2017-11-23,10,0.1
2017-11-23,11,0.08
2017-11-23,12,0.1
2017-11-23,13,0.08
2017-11-23,14,0.12
2017-11-23,15,0.08
2017-11-23,16,0.1
2017-11-23,17,0.75
2017-11-23,18,0.59
2017-11-23,19,0.84
2017-11-23,20,0.52
2017-11-23,21,0.35
2017-11-23,22,0.32
2017-11-23,23,0.14
2017-11-24,00,0.1
2017-11-24,01,0.08
2017-11-24,02,0.1
2017-11-24,03,0.08
2017-11-24,04,0.12
2017-11-24,05,0.08
2017-11-24,06,0.09
2017-11-24,07,0.12
2017-11-24,08,0.1
2017-11-24,09,0.08
2017-11-24,10,0.09
2017-11-24,11,0.08
2017-11-24,12,0.09
2017-11-24,13,0.11
2017-11-24,14,0.27
2017-11-24,15,0.25
2017-11-24,16,0.3
2017-11-24,17,0.5
2017-11-24,18,0.74
2017-11-24,19,0.68
2017-11-24,20,0.35
2017-11-24,21,0.8
2017-11-24,22,0.58
2017-11-24,23,0.33
2017-11-25,00,0.33
2017-11-25,01,0.19
2017-11-25,02,0.09
2017-11-25,03,0.1
2017-11-25,04,0.22
2017-11-25,05,0.14
2017-11-25,06,0.08
2017-11-25,07,0.09
2017-11-25,08,0.09
2017-11-25,09,0.13
2017-11-25,10,0.79
2017-11-25,11,0.35
2017-11-25,12,0.47
2017-11-25,13,0.46
2017-11-25,14,0.31
2017-11-25,15,0.24
2017-11-25,16,0.35
2017-11-25,17,0.25
2017-11-25,18,0.25
2017-11-25,19,0.25
2017-11-25,20,0.17
2017-11-25,21,0.25
2017-11-25,22,0.21
2017-11-25,23,0.12
2017-11-26,00,0.83
2017-11-26,01,2.31
2017-11-26,02,1.07
2017-11-26,03,0.21
2017-11-26,04,0.21
2017-11-26,05,0.1
2017-11-26,06,0.1
2017-11-26,07,0.1
2017-11-26,08,0.08
2017-11-26,09,0.1
2017-11-26,10,0.12
2017-11-26,11,0.29
2017-11-26,12,0.37
2017-11-26,13,0.46
2017-11-26,14,0.3
2017-11-26,15,0.22
2017-11-26,16,0.72
2017-11-26,17,2.22
2017-11-26,18,1.23
2017-11-26,19,0.65
2017-11-26,20,0.38
2017-11-26,21,1.75
2017-11-26,22,1.15
2017-11-26,23,0.19
2017-11-27,00,0.2
2017-11-27,01,0.24
2017-11-27,02,0.1
2017-11-27,03,0.08
2017-11-27,04,0.2
2017-11-27,05,0.25
2017-11-27,06,0.09
2017-11-27,07,0.12
2017-11-27,08,0.28
2017-11-27,09,0.09
2017-11-27,10,0.1
2017-11-27,11,0.09
2017-11-27,12,0.08
2017-11-27,13,0.18
2017-11-27,14,0.09
2017-11-27,15,0.1
2017-11-27,16,0.23
2017-11-27,17,0.2
2017-11-27,18,1.36
2017-11-27,19,1.06
2017-11-27,20,0.65
2017-11-27,21,0.66
2017-11-27,22,0.43
2017-11-27,23,0.41
2017-11-28,00,0.2
2017-11-28,01,0.26
2017-11-28,02,0.24
2017-11-28,03,0.1
2017-11-28,04,0.19
2017-11-28,05,0.25
2017-11-28,06,0.17
2017-11-28,07,0.13
2017-11-28,08,0.19
2017-11-28,09,0.12
2017-11-28,10,0.13
2017-11-28,11,0.18
2017-11-28,12,0.09
2017-11-28,13,0.1
2017-11-28,14,0.25
2017-11-28,15,0.13
2017-11-28,16,0.08
2017-11-28,17,0.4
2017-11-28,18,1.16
2017-11-28,19,0.73
2017-11-28,20,0.59
2017-11-28,21,0.69
2017-11-28,22,0.47
2017-11-28,23,0.34
2017-11-29,00,0.2
2017-11-29,01,0.24
2017-11-29,02,0.25
2017-11-29,03,0.27
2017-11-29,04,0.24
2017-11-29,05,0.24
2017-11-29,06,0.08
2017-11-29,07,0.13
2017-11-29,08,0.18
2017-11-29,09,0.09
2017-11-29,10,0.23
2017-11-29,11,0.1
2017-11-29,12,0.1
2017-11-29,13,0.2
2017-11-29,14,0.19
2017-11-29,15,0.11
2017-11-29,16,0.18
2017-11-29,17,0.17
2017-11-29,18,0.1
2017-11-29,19,0.76
2017-11-29,20,0.57
2017-11-29,21,0.37
2017-11-29,22,0.3
2017-11-29,23,0.35
2017-11-30,00,0.15
2017-11-30,01,0.28
2017-11-30,02,0.28
2017-11-30,03,0.3
2017-11-30,04,0.25
2017-11-30,05,0.11
2017-11-30,06,0.08
2017-11-30,07,0.14
2017-11-30,08,0.23
2017-11-30,09,0.1
2017-11-30,10,0.11
2017-11-30,11,0.2
2017-11-30,12,0.1
2017-11-30,13,0.1
2017-11-30,14,0.14
2017-11-30,15,0.3
2017-11-30,16,0.47
2017-11-30,17,0.49
2017-11-30,18,0.46
2017-11-30,19,0.47
2017-11-30,20,0.44
2017-11-30,21,0.81
2017-11-30,22,0.6
2017-11-30,23,0.36
2017-12-01,00,0.11
2017-12-01,01,0.25
2017-12-01,02,0.16
2017-12-01,03,0.11
2017-12-01,04,0.09
2017-12-01,05,0.28
2017-12-01,06,0.14
2017-12-01,07,0.17
2017-12-01,08,0.11
2017-12-01,09,0.14
2017-12-01,10,0.17
2017-12-01,11,0.08
2017-12-01,12,0.14
2017-12-01,13,0.2
2017-12-01,14,0.73
2017-12-01,15,1.18
2017-12-01,16,0.78
2017-12-01,17,0.68
2017-12-01,18,0.53
2017-12-01,19,0.3
2017-12-01,20,0.29
2017-12-01,21,0.36
2017-12-01,22,0.48
2017-12-01,23,0.87
2017-12-02,00,0.45
2017-12-02,01,0.33
2017-12-02,02,0.5
2017-12-02,03,0.33
2017-12-02,04,0.32
2017-12-02,05,0.41
2017-12-02,06,0.36
2017-12-02,07,0.18
2017-12-02,08,0.2
2017-12-02,09,0.34
2017-12-02,10,0.23
2017-12-02,11,0.44
2017-12-02,12,0.29
2017-12-02,13,0.4
2017-12-02,14,0.75
2017-12-02,15,0.47
2017-12-02,16,0.56
2017-12-02,17,0.44
2017-12-02,18,0.45
2017-12-02,19,0.55
2017-12-02,20,0.43
2017-12-02,21,0.97
2017-12-02,22,0.55
2017-12-02,23,0.59
2017-12-03,00,0.28
2017-12-03,01,0.9
2017-12-03,02,0.35
2017-12-03,03,0.26
2017-12-03,04,0.26
2017-12-03,05,0.13
2017-12-03,06,0.09
2017-12-03,07,0.24
2017-12-03,08,0.23
2017-12-03,09,0.11
2017-12-03,10,0.09
2017-12-03,11,0.4
2017-12-03,12,0.36
2017-12-03,13,0.55
2017-12-03,14,0.46
2017-12-03,15,0.46
2017-12-03,16,0.84
2017-12-03,17,0.34
2017-12-03,18,1.14
2017-12-03,19,0.96
2017-12-03,20,0.52
2017-12-03,21,0.2
2017-12-03,22,0.26
2017-12-03,23,0.13
2017-12-04,00,0.09
2017-12-04,01,0.27
2017-12-04,02,0.27
2017-12-04,03,0.12
2017-12-04,04,0.25
2017-12-04,05,0.13
2017-12-04,06,0.12
2017-12-04,07,0.16
2017-12-04,08,0.3
2017-12-04,09,0.1
2017-12-04,10,0.08
2017-12-04,11,0.09
2017-12-04,12,0.09
2017-12-04,13,0.08
2017-12-04,14,0.11
2017-12-04,15,0.09
2017-12-04,16,0.11
2017-12-04,17,0.37
2017-12-04,18,0.57
2017-12-04,19,0.45
2017-12-04,20,0.36
2017-12-04,21,1.63
2017-12-04,22,2.22
2017-12-04,23,0.51
2017-12-05,00,0.25
2017-12-05,01,0.25
2017-12-05,02,0.24
2017-12-05,03,0.24
2017-12-05,04,0.25
2017-12-05,05,0.23
2017-12-05,06,0.25
2017-12-05,07,0.28
2017-12-05,08,0.23
2017-12-05,09,0.09
2017-12-05,10,0.08
2017-12-05,11,0.1
2017-12-05,12,0.2
2017-12-05,13,0.11
2017-12-05,14,0.07
2017-12-05,15,0.1
2017-12-05,16,0.1
2017-12-05,17,0.23
2017-12-05,18,0.91
2017-12-05,19,0.69
2017-12-05,20,0.42
2017-12-05,21,0.43
2017-12-05,22,0.35
2017-12-05,23,0.31
2017-12-06,00,0.23
2017-12-06,01,0.25
2017-12-06,02,0.18
2017-12-06,03,0.09
2017-12-06,04,0.18
2017-12-06,05,0.24
2017-12-06,06,0.11
2017-12-06,07,0.16
2017-12-06,08,0.32
2017-12-06,09,0.08
2017-12-06,10,0.1
2017-12-06,11,0.08
2017-12-06,12,0.1
2017-12-06,13,0.08
2017-12-06,14,0.1
2017-12-06,15,0.08
2017-12-06,16,0.1
2017-12-06,17,0.35
2017-12-06,18,0.91
2017-12-06,19,0.34
2017-12-06,20,0.11
2017-12-06,21,0.37
2017-12-06,22,0.38
2017-12-06,23,0.29
2017-12-07,00,0.25
2017-12-07,01,0.26
2017-12-07,02,0.25
2017-12-07,03,0.25
2017-12-07,04,0.25
2017-12-07,05,0.24
2017-12-07,06,0.24
2017-12-07,07,0.19
2017-12-07,08,0.39
2017-12-07,09,0.11
2017-12-07,10,0.13
2017-12-07,11,0.24
2017-12-07,12,0.08
2017-12-07,13,0.11
2017-12-07,14,0.25
2017-12-07,15,0.15
2017-12-07,16,0.09
2017-12-07,17,
2017-12-07,18,1.54
2017-12-07,19,0.93
2017-12-07,20,0.44
2017-12-07,21,0.4
2017-12-07,22,0.51
2017-12-07,23,0.18
2017-12-08,00,0.24
2017-12-08,01,0.28
2017-12-08,02,0.25
2017-12-08,03,0.25
2017-12-08,04,0.25
2017-12-08,05,0.23
2017-12-08,06,0.25
2017-12-08,07,0.21
2017-12-08,08,0.37
2017-12-08,09,0.08
2017-12-08,10,0.25
2017-12-08,11,0.13
2017-12-08,12,0.11
2017-12-08,13,0.24
2017-12-08,14,0.13
2017-12-08,15,0.19
2017-12-08,16,0.22
2017-12-08,17,0.28
2017-12-08,18,0.14
2017-12-08,19,0.25
2017-12-08,20,0.17
2017-12-08,21,0.11
2017-12-08,22,0.23
2017-12-08,23,0.22
2017-12-09,00,0.08
2017-12-09,01,0.24
2017-12-09,02,0.23
2017-12-09,03,0.27
2017-12-09,04,0.23
2017-12-09,05,0.25
2017-12-09,06,0.23
2017-12-09,07,0.26
2017-12-09,08,0.1
2017-12-09,09,0.17
2017-12-09,10,0.15
2017-12-09,11,0.14
2017-12-09,12,0.27
2017-12-09,13,0.26
2017-12-09,14,0.23
2017-12-09,15,0.18
2017-12-09,16,0.36
2017-12-09,17,0.37
2017-12-09,18,0.43
2017-12-09,19,0.08
2017-12-09,20,0.21
2017-12-09,21,0.24
2017-12-09,22,0.13
2017-12-09,23,0.31
2017-12-10,00,0.31
2017-12-10,01,0.25
2017-12-10,02,0.19
2017-12-10,03,0.09
2017-12-10,04,0.12
2017-12-10,05,0.22
2017-12-10,06,0.14
2017-12-10,07,0.09
2017-12-10,08,0.19
2017-12-10,09,0.17
2017-12-10,10,0.1
2017-12-10,11,0.8
2017-12-10,12,0.58
2017-12-10,13,0.33
2017-12-10,14,0.37
2017-12-10,15,0.95
2017-12-10,16,0.53
2017-12-10,17,0.85
2017-12-10,18,1.11
2017-12-10,19,1.05
2017-12-10,20,1.95
2017-12-10,21,0.66
2017-12-10,22,0.4
2017-12-10,23,0.3
2017-12-11,00,0.25
2017-12-11,01,0.27
2017-12-11,02,0.25
2017-12-11,03,0.26
2017-12-11,04,0.17
2017-12-11,05,0.1
2017-12-11,06,0.25
2017-12-11,07,0.23
2017-12-11,08,0.31
2017-12-11,09,0.09
2017-12-11,10,0.12
2017-12-11,11,0.16
2017-12-11,12,0.31
2017-12-11,13,0.22
2017-12-11,14,0.22
2017-12-11,15,0.22
2017-12-11,16,0.22
2017-12-11,17,0.25
2017-12-11,18,1.31
2017-12-11,19,1.1
2017-12-11,20,1.16
2017-12-11,21,1.57
2017-12-11,22,0.43
2017-12-11,23,0.17
2017-12-12,00,0.11
2017-12-12,01,0.09
2017-12-12,02,0.11
2017-12-12,03,0.11
2017-12-12,04,0.25
2017-12-12,05,0.11
2017-12-12,06,0.1
2017-12-12,07,0.15
2017-12-12,08,0.55
2017-12-12,09,0.12
2017-12-12,10,0.12
2017-12-12,11,0.16
2017-12-12,12,0.14
2017-12-12,13,0.18
2017-12-12,14,0.19
2017-12-12,15,0.22
2017-12-12,16,0.23
2017-12-12,17,0.46
2017-12-12,18,1
2017-12-12,19,0.68
2017-12-12,20,0.95
2017-12-12,21,0.38
2017-12-12,22,0.31
2017-12-12,23,0.13
2017-12-13,00,0.25
2017-12-13,01,0.27
2017-12-13,02,0.19
2017-12-13,03,0.12
2017-12-13,04,0.08
2017-12-13,05,0.09
2017-12-13,06,0.24
2017-12-13,07,0.16
2017-12-13,08,0.16
2017-12-13,09,0.09
2017-12-13,10,0.1
2017-12-13,11,0.24
2017-12-13,12,0.21
2017-12-13,13,0.19
2017-12-13,14,0.27
2017-12-13,15,0.21
2017-12-13,16,0.42
2017-12-13,17,0.48
2017-12-13,18,0.58
2017-12-13,19,0.96
2017-12-13,20,0.61
2017-12-13,21,0.57
2017-12-13,22,0.32
2017-12-13,23,0.39
2017-12-14,00,0.24
2017-12-14,01,0.26
2017-12-14,02,0.15
2017-12-14,03,0.11
2017-12-14,04,0.22
2017-12-14,05,0.24
2017-12-14,06,0.15
2017-12-14,07,0.08
2017-12-14,08,0.22
2017-12-14,09,0.1
2017-12-14,10,0.26
2017-12-14,11,0.27
2017-12-14,12,0.23
2017-12-14,13,0.14
2017-12-14,14,0.14
2017-12-14,15,0.09
2017-12-14,16,0.11
2017-12-14,17,0.3
2017-12-14,18,0.56
2017-12-14,19,0.58
2017-12-14,20,0.8
2017-12-14,21,1
2017-12-14,22,0.46
2017-12-14,23,0.12
2017-12-15,00,0.09
2017-12-15,01,0.1
2017-12-15,02,0.09
2017-12-15,03,0.28
2017-12-15,04,0.36
2017-12-15,05,0.51
2017-12-15,06,0.06
2017-12-15,07,0.06
2017-12-15,08,0.07
2017-12-15,09,0.07
2017-12-15,10,0.07
2017-12-15,11,0.07
2017-12-15,12,0.07
2017-12-15,13,0.07
2017-12-15,14,0.07
2017-12-15,15,0.07
2017-12-15,16,0.07
2017-12-15,17,0.09
2017-12-15,18,0.07
