date,hour,energy_kWh
2012-06-09,19,2.657
2012-06-09,20,2.593
2012-06-09,21,1.201
2012-06-09,22,0.733
2012-06-09,23,0.637
2012-06-10,0,0.448
2012-06-10,1,0.431
2012-06-10,2,0.507
2012-06-10,3,0.82
2012-06-10,4,0.873
2012-06-10,5,0.894
2012-06-10,6,0.497
2012-06-10,7,0.837
2012-06-10,8,0.884
2012-06-10,9,0.994
2012-06-10,10,1.222
2012-06-10,11,0.768
2012-06-10,12,0.95
2012-06-10,13,0.907
2012-06-10,14,0.609
2012-06-10,15,0.68
2012-06-10,16,0.471
2012-06-10,17,0.471
2012-06-10,18,0.455
2012-06-10,19,0.438
2012-06-10,20,0.479
2012-06-10,21,0.565
2012-06-10,22,0.442
2012-06-10,23,0.761
2012-06-11,0,0.62
2012-06-11,1,0.459
2012-06-11,2,0.456
2012-06-11,3,0.543
2012-06-11,4,0.741
2012-06-11,5,0.908
2012-06-11,6,0.855
2012-06-11,7,0.907
2012-06-11,8,0.433
2012-06-11,9,1.037
2012-06-11,10,0.704
2012-06-11,11,0.677
2012-06-11,12,0.584
2012-06-11,13,0.731
2012-06-11,14,0.786
2012-06-11,15,0.439
2012-06-11,16,0.585
2012-06-11,17,0.627
2012-06-11,18,0.817
2012-06-11,19,1.796
2012-06-11,20,1.074
2012-06-11,21,0.729
2012-06-11,22,0.738
2012-06-11,23,0.45
2012-06-12,0,0.489
2012-06-12,1,0.456
2012-06-12,2,0.876
2012-06-12,3,0.846
2012-06-12,4,0.815
2012-06-12,5,0.786
2012-06-12,6,0.758
2012-06-12,7,0.732
2012-06-12,8,0.708
2012-06-12,9,0.689
2012-06-12,10,0.424
2012-06-12,11,0.459
2012-06-12,12,0.464
2012-06-12,13,0.437
2012-06-12,14,0.434
2012-06-12,15,0.466
2012-06-12,16,0.607
2012-06-12,17,0.925
2012-06-12,18,0.699
2012-06-12,19,0.714
2012-06-12,20,0.731
2012-06-12,21,0.749
2012-06-12,22,0.768
2012-06-12,23,0.786
2012-06-13,0,0.805
2012-06-13,1,0.823
2012-06-13,2,0.622
2012-06-13,3,0.633
2012-06-13,4,0.643
2012-06-13,5,0.652
2012-06-13,6,0.658
2012-06-13,7,0.662
2012-06-13,8,0.664
2012-06-13,9,0.663
2012-06-13,10,0.586
2012-06-13,11,0.721
2012-06-13,12,0.43
2012-06-13,13,0.847
2012-06-13,14,0.419
2012-06-13,15,0.439
2012-06-13,16,0.622
2012-06-13,17,0.802
2012-06-13,18,0.889
2012-06-13,19,0.731
2012-06-13,20,0.665
2012-06-13,21,0.734
2012-06-13,22,0.665
2012-06-13,23,0.848
2012-06-14,0,0.554
2012-06-14,1,0.861
2012-06-14,2,0.891
2012-06-14,3,0.797
2012-06-14,4,0.567
2012-06-14,5,0.896
2012-06-14,6,0.923
2012-06-14,7,1.234
2012-06-14,8,0.867
2012-06-14,9,0.859
2012-06-14,10,0.55
2012-06-14,11,0.726
2012-06-14,12,0.858
2012-06-14,13,0.458
2012-06-14,14,0.801
2012-06-14,15,0.428
2012-06-14,16,1.213
2012-06-14,17,0.635
2012-06-14,18,0.424
2012-06-14,19,0.436
2012-06-14,20,0.448
2012-06-14,21,0.46
2012-06-14,22,0.471
2012-06-14,23,0.481
2012-06-15,0,0.489
2012-06-15,1,0.494
2012-06-15,2,0.914
2012-06-15,3,0.897
2012-06-15,4,0.979
2012-06-15,5,0.965
2012-06-15,6,0.95
2012-06-15,7,1.278
2012-06-15,8,0.895
2012-06-15,9,0.478
2012-06-15,10,0.983
2012-06-15,11,0.933
2012-06-15,12,0.881
2012-06-15,13,0.829
2012-06-15,14,0.775
2012-06-15,15,0.723
2012-06-15,16,0.672
2012-06-15,17,0.624
2012-06-15,18,0.579
2012-06-15,19,0.539
2012-06-15,20,0.503
2012-06-15,21,0.474
2012-06-15,22,0.452
2012-06-15,23,0.438
2012-06-16,0,0.433
2012-06-16,1,0.437
2012-06-16,2,0.437
2012-06-16,3,0.456
2012-06-16,4,0.448
2012-06-16,5,0.431
2012-06-16,6,0.459
2012-06-16,7,0.439
2012-06-16,8,0.43
2012-06-16,9,0.455
2012-06-16,10,0.561
2012-06-16,11,0.498
2012-06-16,12,1.296
2012-06-16,13,0.691
2012-06-16,14,0.668
2012-06-16,15,1.184
2012-06-16,16,0.614
2012-06-16,17,0.47
2012-06-16,18,0.469
2012-06-16,19,0.459
2012-06-16,20,0.83
2012-06-16,21,0.491
2012-06-16,22,0.454
2012-06-16,23,0.847
2012-06-17,0,0.461
2012-06-17,1,0.642
2012-06-17,2,0.776
2012-06-17,3,0.495
2012-06-17,4,0.826
2012-06-17,5,0.891
2012-06-17,6,0.49
2012-06-17,7,0.955
2012-06-17,8,0.417
2012-06-17,9,0.883
2012-06-17,10,0.941
2012-06-17,11,0.959
2012-06-17,12,0.976
2012-06-17,13,0.993
2012-06-17,14,1.008
2012-06-17,15,1.021
2012-06-17,16,1.033
2012-06-17,17,1.043
2012-06-17,18,1.051
2012-06-17,19,1.056
2012-06-17,20,1.059
2012-06-17,21,1.058
2012-06-17,22,1.054
2012-06-17,23,1.047
2012-06-18,0,1.036
2012-06-18,1,1.021
2012-06-18,2,0.516
2012-06-18,3,0.931
2012-06-18,4,0.451
2012-06-18,5,0.884
2012-06-18,6,0.897
2012-06-18,7,0.747
2012-06-18,8,0.883
2012-06-18,9,0.857
2012-06-18,10,0.46
2012-06-18,11,0.848
2012-06-18,12,0.416
2012-06-18,13,0.474
2012-06-18,14,0.438
2012-06-18,15,0.441
2012-06-18,16,0.616
2012-06-18,17,0.611
2012-06-18,18,1.293
2012-06-18,19,1.36
2012-06-18,20,1.434
2012-06-18,21,1.514
2012-06-18,22,1.599
2012-06-18,23,1.687
2012-06-19,0,1.777
2012-06-19,1,1.868
2012-06-19,2,0.455
2012-06-19,3,0.475
2012-06-19,4,0.495
2012-06-19,5,0.513
2012-06-19,6,0.531
2012-06-19,7,0.546
2012-06-19,8,0.56
2012-06-19,9,0.571
2012-06-19,10,2.444
2012-06-19,11,0.637
2012-06-19,12,0.689
2012-06-19,13,2.123
2012-06-19,14,0.708
2012-06-19,15,1.313
2012-06-19,16,0.633
2012-06-19,17,0.902
2012-06-19,18,0.799
2012-06-19,19,3.363
2012-06-19,20,0.689
2012-06-19,21,0.665
2012-06-19,22,1.263
2012-06-19,23,0.737
2012-06-20,0,0.474
2012-06-20,1,0.434
2012-06-20,2,0.502
2012-06-20,3,0.462
2012-06-20,4,0.457
2012-06-20,5,0.506
2012-06-20,6,0.888
2012-06-20,7,0.978
2012-06-20,8,0.485
2012-06-20,9,0.623
2012-06-20,10,0.527
2012-06-20,11,0.614
2012-06-20,12,0.476
2012-06-20,13,0.463
2012-06-20,14,0.486
2012-06-20,15,0.572
2012-06-20,16,0.615
2012-06-20,17,0.918
2012-06-20,18,2.548
2012-06-20,19,2.448
2012-06-20,20,1.024
2012-06-20,21,1.098
2012-06-20,22,0.796
2012-06-20,23,0.647
2012-06-21,0,1.131
2012-06-21,1,0.5
2012-06-21,2,0.463
2012-06-21,3,0.49
2012-06-21,4,0.49
2012-06-21,5,0.566
2012-06-21,6,0.824
2012-06-21,7,1.485
2012-06-21,8,0.539
2012-06-21,9,0.461
2012-06-21,10,0.543
2012-06-21,11,0.46
2012-06-21,12,0.512
2012-06-21,13,0.977
2012-06-21,14,0.574
2012-06-21,15,0.871
2012-06-21,16,1.711
2012-06-21,17,1.395
2012-06-21,18,1.36
2012-06-21,19,1.105
2012-06-21,20,1.511
2012-06-21,21,1.261
2012-06-21,22,1.054
2012-06-21,23,0.648
2012-06-22,0,0.528
2012-06-22,1,0.489
2012-06-22,2,0.536
2012-06-22,3,0.458
2012-06-22,4,0.528
2012-06-22,5,0.482
2012-06-22,6,0.779
2012-06-22,7,1.023
2012-06-22,8,0.762
2012-06-22,9,0.584
2012-06-22,10,1.138
2012-06-22,11,2.536
2012-06-22,12,3.023
2012-06-22,13,0.977
2012-06-22,14,0.871
2012-06-22,15,0.855
2012-06-22,16,1.098
2012-06-22,17,1.685
2012-06-22,18,1.602
2012-06-22,19,1.274
2012-06-22,20,1.202
2012-06-22,21,1.21
2012-06-22,22,2.318
2012-06-22,23,0.544
2012-06-23,0,0.511
2012-06-23,1,0.53
2012-06-23,2,0.58
2012-06-23,3,0.551
2012-06-23,4,0.467
2012-06-23,5,0.789
2012-06-23,6,0.47
2012-06-23,7,0.704
2012-06-23,8,0.759
2012-06-23,9,1.103
2012-06-23,10,0.724
2012-06-23,11,0.521
2012-06-23,12,0.49
2012-06-23,13,0.681
2012-06-23,14,0.512
2012-06-23,15,0.562
2012-06-23,16,0.994
2012-06-23,17,0.525
2012-06-23,18,1.213
2012-06-23,19,1.205
2012-06-23,20,1.195
2012-06-23,21,1.184
2012-06-23,22,1.173
2012-06-23,23,1.16
2012-06-24,0,1.146
2012-06-24,1,1.132
2012-06-24,2,0.816
2012-06-24,3,0.805
2012-06-24,4,0.794
2012-06-24,5,0.782
2012-06-24,6,0.771
2012-06-24,7,0.759
2012-06-24,8,0.748
2012-06-24,9,0.737
2012-06-24,10,0.727
2012-06-24,11,0.716
2012-06-24,12,0.707
2012-06-24,13,0.698
2012-06-24,14,0.689
2012-06-24,15,0.682
2012-06-24,16,0.676
2012-06-24,17,0.67
2012-06-24,18,0.666
2012-06-24,19,0.663
2012-06-24,20,0.661
2012-06-24,21,0.66
2012-06-24,22,0.661
2012-06-24,23,0.664
2012-06-25,0,0.668
2012-06-25,1,0.674
2012-06-25,2,1.136
2012-06-25,3,1.153
2012-06-25,4,1.173
2012-06-25,5,1.197
2012-06-25,6,1.224
2012-06-25,7,1.255
2012-06-25,8,1.291
2012-06-25,9,1.33
2012-06-25,10,0.495
2012-06-25,11,0.456
2012-06-25,12,0.483
2012-06-25,13,0.47
2012-06-25,14,0.639
2012-06-25,15,0.662
2012-06-25,16,1.308
2012-06-25,17,0.867
2012-06-25,18,0.761
2012-06-25,19,1.16
2012-06-25,20,0.973
2012-06-25,21,1.184
2012-06-25,22,1.015
2012-06-25,23,1.025
2012-06-26,0,0.601
2012-06-26,1,0.495
2012-06-26,2,0.497
2012-06-26,3,0.506
2012-06-26,4,0.478
2012-06-26,5,0.502
2012-06-26,6,0.633
2012-06-26,7,0.952
2012-06-26,8,0.505
2012-06-26,9,1.047
2012-06-26,10,0.683
2012-06-26,11,2.702
2012-06-26,12,0.897
2012-06-26,13,1.916
2012-06-26,14,4.452
2012-06-26,15,1.02
2012-06-26,16,1.302
2012-06-26,17,1.248
2012-06-26,18,3.446
2012-06-26,19,0.95
2012-06-26,20,1.503
2012-06-26,21,1.873
2012-06-26,22,1.349
2012-06-26,23,1.079
2012-06-27,0,0.513
2012-06-27,1,0.477
2012-06-27,2,0.511
2012-06-27,3,0.492
2012-06-27,4,0.464
2012-06-27,5,0.506
2012-06-27,6,0.548
2012-06-27,7,0.962
2012-06-27,8,0.472
2012-06-27,9,0.742
2012-06-27,10,0.802
2012-06-27,11,0.692
2012-06-27,12,0.671
2012-06-27,13,0.61
2012-06-27,14,0.796
2012-06-27,15,0.694
2012-06-27,16,1.071
2012-06-27,17,1.255
2012-06-27,18,0.937
2012-06-27,19,0.788
2012-06-27,20,0.929
2012-06-27,21,1.115
2012-06-27,22,3.223
2012-06-27,23,2.178
2012-06-28,0,0.673
2012-06-28,1,0.557
2012-06-28,2,0.529
2012-06-28,3,0.537
2012-06-28,4,0.552
2012-06-28,5,0.607
2012-06-28,6,0.582
2012-06-28,7,1.053
2012-06-28,8,0.97
2012-06-28,9,1.098
2012-06-28,10,1.09
2012-06-28,11,0.557
2012-06-28,12,0.532
2012-06-28,13,0.836
2012-06-28,14,0.707
2012-06-28,15,0.88
2012-06-28,16,1.1
2012-06-28,17,1.55
2012-06-28,18,1.239
2012-06-28,19,1.238
2012-06-28,20,1.218
2012-06-28,21,1.183
2012-06-28,22,1.136
2012-06-28,23,1.079
2012-06-29,0,1.017
2012-06-29,1,0.951
2012-06-29,2,0.581
2012-06-29,3,0.511
2012-06-29,4,0.537
2012-06-29,5,0.542
2012-06-29,6,0.928
2012-06-29,7,1.018
2012-06-29,8,0.534
2012-06-29,9,0.53
2012-06-29,10,0.764
2012-06-29,11,0.711
2012-06-29,12,0.618
2012-06-29,13,0.711
2012-06-29,14,0.712
2012-06-29,15,0.874
2012-06-29,16,1.088
2012-06-29,17,0.513
2012-06-29,18,0.758
2012-06-29,19,0.848
2012-06-29,20,1.275
2012-06-29,21,0.766
2012-06-29,22,1.147
2012-06-29,23,0.769
2012-06-30,0,0.549
2012-06-30,1,0.54
2012-06-30,2,0.554
2012-06-30,3,0.784
2012-06-30,4,0.54
2012-06-30,5,0.554
2012-06-30,6,0.492
2012-06-30,7,0.559
2012-06-30,8,0.493
2012-06-30,9,0.89
2012-06-30,10,0.629
2012-06-30,11,0.651
2012-06-30,12,1.082
2012-06-30,13,3.086
2012-06-30,14,1.036
2012-06-30,15,2.35
2012-06-30,16,2.462
2012-06-30,17,1.503
2012-06-30,18,0.979
2012-06-30,19,0.964
2012-06-30,20,0.944
2012-06-30,21,0.918
2012-06-30,22,0.886
2012-06-30,23,0.85
2012-07-01,0,0.809
2012-07-01,1,0.764
2012-07-01,2,0.608
2012-07-01,3,0.536
2012-07-01,4,0.544
2012-07-01,5,0.5
2012-07-01,6,0.807
2012-07-01,7,0.668
2012-07-01,8,0.713
2012-07-01,9,0.546
2012-07-01,10,1.083
2012-07-01,11,0.942
2012-07-01,12,0.808
2012-07-01,13,0.758
2012-07-01,14,0.825
2012-07-01,15,0.846
2012-07-01,16,0.508
2012-07-01,17,0.533
2012-07-01,18,0.521
2012-07-01,19,0.938
2012-07-01,20,0.836
2012-07-01,21,0.858
2012-07-01,22,1.194
2012-07-01,23,1.431
2012-07-02,0,0.736
2012-07-02,1,0.685
2012-07-02,2,0.705
2012-07-02,3,0.671
2012-07-02,4,0.638
2012-07-02,5,0.61
2012-07-02,6,0.587
2012-07-02,7,0.572
2012-07-02,8,0.566
2012-07-02,9,0.571
2012-07-02,10,0.589
2012-07-02,11,0.878
2012-07-02,12,0.774
2012-07-02,13,0.78
2012-07-02,14,0.731
2012-07-02,15,0.955
2012-07-02,16,0.764
2012-07-02,17,0.532
2012-07-02,18,0.798
2012-07-02,19,1.058
2012-07-02,20,1.413
2012-07-02,21,2.658
2012-07-02,22,3.745
2012-07-02,23,1.531
2012-07-03,0,1.071
2012-07-03,1,0.692
2012-07-03,2,0.883
2012-07-03,3,0.903
2012-07-03,4,0.922
2012-07-03,5,0.937
2012-07-03,6,0.95
2012-07-03,7,0.961
2012-07-03,8,0.97
2012-07-03,9,0.976
2012-07-03,10,0.98
2012-07-03,11,0.982
2012-07-03,12,0.981
2012-07-03,13,0.979
2012-07-03,14,0.976
2012-07-03,15,0.97
2012-07-03,16,0.963
2012-07-03,17,0.954
2012-07-03,18,0.944
2012-07-03,19,0.933
2012-07-03,20,0.92
2012-07-03,21,0.906
2012-07-03,22,0.89
2012-07-03,23,0.874
2012-07-04,0,0.857
2012-07-04,1,0.839
2012-07-04,2,0.693
2012-07-04,3,0.676
2012-07-04,4,0.66
2012-07-04,5,0.642
2012-07-04,6,0.624
2012-07-04,7,0.606
2012-07-04,8,0.588
2012-07-04,9,0.57
2012-07-04,10,1.07
2012-07-04,11,1.101
2012-07-04,12,3.364
2012-07-04,13,0.61
2012-07-04,14,0.583
2012-07-04,15,0.486
2012-07-04,16,0.947
2012-07-04,17,1.106
2012-07-04,18,0.405
2012-07-04,19,0.387
2012-07-04,20,0.502
2012-07-04,21,0.859
2012-07-04,22,1.417
2012-07-04,23,1.357
2012-07-05,0,0.703
2012-07-05,1,0.52
2012-07-05,2,0.509
2012-07-05,3,0.496
2012-07-05,4,0.528
2012-07-05,5,0.496
2012-07-05,6,0.501
2012-07-05,7,0.822
2012-07-05,8,0.499
2012-07-05,9,0.525
2012-07-05,10,0.724
2012-07-05,11,0.756
2012-07-05,12,0.524
2012-07-05,13,0.572
2012-07-05,14,0.743
2012-07-05,15,0.577
2012-07-05,16,0.486
2012-07-05,17,1.291
2012-07-05,18,1.083
2012-07-05,19,1.075
2012-07-05,20,1.064
2012-07-05,21,1.053
2012-07-05,22,1.041
2012-07-05,23,1.031
2012-07-06,0,1.024
2012-07-06,1,1.021
2012-07-06,2,0.494
2012-07-06,3,0.542
2012-07-06,4,0.681
2012-07-06,5,0.522
2012-07-06,6,0.507
2012-07-06,7,1.01
2012-07-06,8,0.604
2012-07-06,9,1.135
2012-07-06,10,0.638
2012-07-06,11,1.017
2012-07-06,12,0.698
2012-07-06,13,0.931
2012-07-06,14,1.292
2012-07-06,15,1.432
2012-07-06,16,0.92
2012-07-06,17,0.728
2012-07-06,18,0.758
2012-07-06,19,0.742
2012-07-06,20,0.72
2012-07-06,21,0.693
2012-07-06,22,0.663
2012-07-06,23,0.629
2012-07-07,0,0.593
2012-07-07,1,0.556
2012-07-07,2,0.542
2012-07-07,3,0.509
2012-07-07,4,0.549
2012-07-07,5,0.501
2012-07-07,6,0.552
2012-07-07,7,0.486
2012-07-07,8,0.525
2012-07-07,9,0.864
2012-07-07,10,0.537
2012-07-07,11,0.617
2012-07-07,12,0.529
2012-07-07,13,0.524
2012-07-07,14,0.487
2012-07-07,15,0.565
2012-07-07,16,0.487
2012-07-07,17,0.537
2012-07-07,18,0.519
2012-07-07,19,0.526
2012-07-07,20,0.616
2012-07-07,21,0.596
2012-07-07,22,0.974
2012-07-07,23,1.274
2012-07-08,0,0.781
2012-07-08,1,0.494
2012-07-08,2,0.547
2012-07-08,3,0.518
2012-07-08,4,0.535
2012-07-08,5,0.512
2012-07-08,6,0.534
2012-07-08,7,0.509
2012-07-08,8,0.51
2012-07-08,9,1.088
2012-07-08,10,0.667
2012-07-08,11,0.718
2012-07-08,12,0.635
2012-07-08,13,0.975
2012-07-08,14,2.192
2012-07-08,15,0.488
2012-07-08,16,0.549
2012-07-08,17,1.752
2012-07-08,18,1.766
2012-07-08,19,1.731
2012-07-08,20,1.671
2012-07-08,21,1.592
2012-07-08,22,1.5
2012-07-08,23,1.399
2012-07-09,0,1.297
2012-07-09,1,1.198
2012-07-09,2,0.521
2012-07-09,3,0.548
2012-07-09,4,0.541
2012-07-09,5,0.626
2012-07-09,6,0.581
2012-07-09,7,0.564
2012-07-09,8,0.525
2012-07-09,9,1.008
2012-07-09,10,0.726
2012-07-09,11,0.744
2012-07-09,12,1.877
2012-07-09,13,0.9
2012-07-09,14,1.264
2012-07-09,15,1.089
2012-07-09,16,2.536
2012-07-09,17,2.979
2012-07-09,18,0
2012-07-09,19,2.327
2012-07-09,20,2.56
2012-07-09,21,2.034
2012-07-09,22,1.47
2012-07-09,23,0.921
2012-07-10,0,0.627
2012-07-10,1,0.577
2012-07-10,2,0.558
2012-07-10,3,0.548
2012-07-10,4,0.701
2012-07-10,5,0.574
2012-07-10,6,0.555
2012-07-10,7,0.815
2012-07-10,8,0.589
2012-07-10,9,0.703
2012-07-10,10,0.505
2012-07-10,11,0.441
2012-07-10,12,0.412
2012-07-10,13,0.414
2012-07-10,14,0.445
2012-07-10,15,0.5
2012-07-10,16,0.577
2012-07-10,17,0.671
2012-07-10,18,0.78
2012-07-10,19,0.9
2012-07-10,20,1.028
2012-07-10,21,1.161
2012-07-10,22,1.294
2012-07-10,23,1.424
2012-07-11,0,1.549
2012-07-11,1,1.664
2012-07-11,2,0.58
2012-07-11,3,0.281
2012-07-11,4,0.577
2012-07-11,5,0.542
2012-07-11,6,0.302
2012-07-11,7,0.89
2012-07-11,8,0.77
2012-07-11,9,0.678
2012-07-11,10,0.732
2012-07-11,11,0.628
2012-07-11,12,0.563
2012-07-11,13,0.746
2012-07-11,14,0.895
2012-07-11,15,1.195
2012-07-11,16,0.912
2012-07-11,17,1.077
2012-07-11,18,0.354
2012-07-11,19,0.594
2012-07-11,20,0.558
2012-07-11,21,0.549
2012-07-11,22,1.237
2012-07-11,23,1.564
2012-07-12,0,0.71
2012-07-12,1,0.737
2012-07-12,2,0.596
2012-07-12,3,0.619
2012-07-12,4,0.604
2012-07-12,5,0.633
2012-07-12,6,0.725
2012-07-12,7,1.254
2012-07-12,8,0.699
2012-07-12,9,0.63
2012-07-12,10,0.892
2012-07-12,11,0.701
2012-07-12,12,0.633
2012-07-12,13,0.853
2012-07-12,14,0.79
2012-07-12,15,1.123
2012-07-12,16,1.349
2012-07-12,17,1.193
2012-07-12,18,1.02
2012-07-12,19,1.31
2012-07-12,20,0.575
2012-07-12,21,1.08
2012-07-12,22,1.417
2012-07-12,23,1.365
2012-07-13,0,0.677
2012-07-13,1,0.585
2012-07-13,2,0.526
2012-07-13,3,0.609
2012-07-13,4,0.525
2012-07-13,5,0.591
2012-07-13,6,0.534
2012-07-13,7,1
2012-07-13,8,0.548
2012-07-13,9,0.579
2012-07-13,10,0.806
2012-07-13,11,0.912
2012-07-13,12,0.557
2012-07-13,13,0.637
2012-07-13,14,0.702
2012-07-13,15,0.51
2012-07-13,16,0.738
2012-07-13,17,0.607
2012-07-13,18,2.556
2012-07-13,19,2.435
2012-07-13,20,3.456
2012-07-13,21,0.971
2012-07-13,22,1.72
2012-07-13,23,1.522
2012-07-14,0,1.121
2012-07-14,1,1.138
2012-07-14,2,0.651
2012-07-14,3,0.569
2012-07-14,4,0.562
2012-07-14,5,0.568
2012-07-14,6,0.553
2012-07-14,7,0.578
2012-07-14,8,0.663
2012-07-14,9,0.735
2012-07-14,10,0.958
2012-07-14,11,1.82
2012-07-14,12,1.422
2012-07-14,13,1.453
2012-07-14,14,1.686
2012-07-14,15,2.001
2012-07-14,16,2.264
2012-07-14,17,2.731
2012-07-14,18,2.687
2012-07-14,19,1.42
2012-07-14,20,0.57
2012-07-14,21,0.717
2012-07-14,22,1.413
2012-07-14,23,0.87
2012-07-15,0,0.615
2012-07-15,1,0.529
2012-07-15,2,0.736
2012-07-15,3,0.681
2012-07-15,4,0.576
2012-07-15,5,0.584
2012-07-15,6,0.589
2012-07-15,7,0.545
2012-07-15,8,0.571
2012-07-15,9,0.638
2012-07-15,10,1.417
2012-07-15,11,0.631
2012-07-15,12,0.568
2012-07-15,13,0.718
2012-07-15,14,0.874
2012-07-15,15,0.727
2012-07-15,16,1.988
2012-07-15,17,1.664
2012-07-15,18,0.802
2012-07-15,19,0.905
